Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Total Revenue
2022-05-09,Europe,DevTools,Direct Sales,Business,6880.0,15.0,836.0,No,103200.0
2022-05-10,South America,Antivirus,Direct Sales,Consumer,8394.0,4.0,1723.0,No,33576.0
2022-05-11,South America,Antivirus,Partner,Business,7106.0,14.0,1769.0,Yes,99484.0
2022-05-12,South America,Antivirus,Partner,Consumer,4118.0,5.0,810.0,No,20590.0
2022-05-13,North America,ERP,Partner,Consumer,408.0,15.0,1566.0,Yes,6120.0
2022-05-14,South America,ERP,Direct Sales,Business,9677.0,15.0,1598.0,No,145155.0
2022-05-15,Australia,ERP,Online,Consumer,9865.0,16.0,766.0,No,157840.0
2022-05-16,Europe,DevTools,Direct Sales,Consumer,5539.0,16.0,1151.0,Yes,88624.0
2022-05-17,Asia,ERP,Direct Sales,Consumer,800.0,4.0,1431.0,Yes,3200.0
2022-05-18,Australia,CRM,Online,Business,5456.0,9.0,539.0,No,49104.0
2022-05-19,Australia,Antivirus,Partner,Consumer,8934.0,1.0,1107.0,Yes,8934.0
2022-05-20,South America,DevTools,Direct Sales,Consumer,6832.0,5.0,732.0,Yes,34160.0
2022-05-21,North America,Antivirus,Online,Business,7228.0,9.0,1313.0,Yes,65052.0
2022-05-22,Europe,ERP,Partner,Consumer,941.0,5.0,1764.0,No,4705.0
2022-05-23,North America,DevTools,Partner,Consumer,1154.0,4.0,1287.0,Yes,4616.0
2022-05-24,Europe,Database,Direct Sales,Consumer,1361.0,16.0,554.0,Yes,21776.0
2022-05-25,Europe,CRM,Partner,Consumer,9053.0,2.0,544.0,Yes,18106.0
2022-05-26,North America,ERP,Partner,Consumer,5306.0,16.0,1408.0,Yes,84896.0
2022-05-27,Australia,ERP,Online,Business,7937.0,18.0,992.0,Yes,142866.0
2022-05-28,Europe,CRM,Online,Consumer,1241.0,2.0,1359.0,No,2482.0
2022-05-29,North America,CRM,Partner,Business,9284.0,16.0,745.0,No,148544.0
2022-05-30,Europe,Database,Online,Consumer,8229.0,1.0,1665.0,No,8229.0
2022-05-31,Asia,ERP,Partner,Business,2325.0,16.0,1791.0,No,37200.0
2022-06-01,Australia,ERP,Direct Sales,Business,8754.0,3.0,1834.0,No,26262.0
2022-06-02,South America,Antivirus,Online,Business,2708.0,15.0,956.0,Yes,40620.0
2022-06-03,Europe,DevTools,Partner,Consumer,2133.0,11.0,1491.0,Yes,23463.0
2022-06-04,Asia,DevTools,Partner,Consumer,2716.0,10.0,919.0,No,27160.0
2022-06-05,South America,Antivirus,Online,Consumer,9109.0,17.0,1644.0,Yes,154853.0
2022-06-06,South America,DevTools,Online,Consumer,9164.0,4.0,681.0,Yes,36656.0
2022-06-07,Europe,CRM,Direct Sales,Consumer,3357.0,17.0,1644.0,Yes,57069.0
2022-06-08,North America,DevTools,Partner,Business,7084.0,4.0,1160.0,No,28336.0
2022-06-09,Europe,DevTools,Direct Sales,Business,6790.0,19.0,1783.0,Yes,129010.0
2022-06-10,Asia,Antivirus,Direct Sales,Business,8085.0,1.0,1608.0,Yes,8085.0
2022-06-11,South America,Database,Direct Sales,Consumer,3035.0,14.0,1065.0,No,42490.0
2022-06-12,Europe,DevTools,Online,Consumer,5150.0,11.0,1855.0,No,56650.0
2022-06-13,North America,DevTools,Direct Sales,Business,6710.0,7.0,925.0,Yes,46970.0
2022-06-14,Europe,Database,Online,Consumer,360.0,17.0,1950.0,Yes,6120.0
2022-06-15,Australia,Antivirus,Online,Consumer,3830.0,4.0,1651.0,No,15320.0
2022-06-16,North America,Database,Direct Sales,Business,6989.0,10.0,1986.0,No,69890.0
2022-06-17,Asia,Antivirus,Direct Sales,Business,2601.0,17.0,581.0,Yes,44217.0
2022-06-18,South America,CRM,Partner,Consumer,9581.0,4.0,911.0,Yes,38324.0
2022-06-19,Europe,Antivirus,Direct Sales,Consumer,399.0,19.0,1612.0,No,7581.0
2022-06-20,North America,CRM,Partner,Business,9585.0,18.0,1883.0,Yes,172530.0
2022-06-21,Australia,CRM,Direct Sales,Consumer,2246.0,17.0,543.0,No,38182.0
2022-06-22,North America,Antivirus,Direct Sales,Business,583.0,6.0,500.0,No,3498.0
2022-06-23,Australia,ERP,Direct Sales,Business,2995.0,7.0,884.0,No,20965.0
2022-06-24,Asia,Antivirus,Direct Sales,Business,7884.0,6.0,1779.0,Yes,47304.0
2022-06-25,South America,DevTools,Partner,Consumer,7549.0,12.0,1651.0,Yes,90588.0
2022-06-26,Asia,DevTools,Partner,Business,2168.0,9.0,1010.0,No,19512.0
2022-06-27,Europe,ERP,Direct Sales,Business,2048.0,18.0,503.0,No,36864.0
2022-06-28,North America,CRM,Direct Sales,Consumer,6462.0,2.0,1332.0,No,12924.0
2022-06-29,Australia,ERP,Partner,Business,4635.0,17.0,857.0,No,78795.0
2022-06-30,Australia,DevTools,Online,Consumer,7944.0,1.0,1618.0,Yes,7944.0
2022-07-01,North America,ERP,Online,Consumer,339.0,9.0,1170.0,No,3051.0
2022-07-02,North America,Antivirus,Online,Consumer,6143.0,6.0,1518.0,No,36858.0
2022-07-03,Europe,ERP,Partner,Business,7334.0,2.0,1778.0,No,14668.0
2022-07-04,Asia,CRM,Partner,Business,9935.0,6.0,1304.0,Yes,59610.0
2022-07-05,Australia,Antivirus,Online,Consumer,6820.0,9.0,1004.0,No,61380.0
2022-07-06,Europe,Database,Online,Consumer,2395.0,3.0,1654.0,No,7185.0
2022-07-07,Asia,DevTools,Direct Sales,Consumer,1171.0,16.0,898.0,No,18736.0
2022-07-08,Europe,DevTools,Partner,Business,6445.0,15.0,1837.0,No,96675.0
2022-07-09,Australia,ERP,Partner,Consumer,5280.0,12.0,607.0,No,63360.0
2022-07-10,North America,Antivirus,Online,Consumer,9002.0,8.0,1753.0,Yes,72016.0
2022-07-11,North America,Database,Online,Consumer,7293.0,6.0,637.0,Yes,43758.0
2022-07-12,Asia,Antivirus,Partner,Business,5146.0,3.0,584.0,Yes,15438.0
2022-07-13,South America,DevTools,Direct Sales,Consumer,4096.0,4.0,1045.0,No,16384.0
2022-07-14,Asia,Antivirus,Online,Business,4103.0,10.0,1935.0,No,41030.0
2022-07-15,South America,Database,Partner,Business,2340.0,14.0,1975.0,Yes,32760.0
2022-07-16,Europe,ERP,Partner,Consumer,272.0,15.0,803.0,No,4080.0
2022-07-17,Europe,CRM,Direct Sales,Consumer,5792.0,7.0,723.0,Yes,40544.0
2022-07-18,Australia,Antivirus,Direct Sales,Consumer,2203.0,7.0,1029.0,No,15421.0
2022-07-19,South America,CRM,Online,Business,2162.0,8.0,1006.0,Yes,17296.0
2022-07-20,Australia,DevTools,Online,Business,1341.0,10.0,1639.0,Yes,13410.0
2022-07-21,North America,ERP,Online,Business,1977.0,19.0,1166.0,No,37563.0
2022-07-22,South America,ERP,Partner,Consumer,415.0,19.0,1670.0,No,7885.0
2022-07-23,Asia,Antivirus,Online,Business,6775.0,2.0,1623.0,Yes,13550.0
2022-07-24,North America,ERP,Partner,Consumer,4074.0,15.0,1367.0,Yes,61110.0
2022-07-25,North America,Antivirus,Online,Consumer,5659.0,1.0,1750.0,No,5659.0
2022-07-26,Asia,Antivirus,Direct Sales,Consumer,6406.0,10.0,793.0,Yes,64060.0
2022-07-27,North America,CRM,Direct Sales,Business,9728.0,6.0,743.0,No,58368.0
2022-07-28,South America,ERP,Partner,Business,776.0,13.0,1626.0,Yes,10088.0
2022-07-29,Australia,Antivirus,Direct Sales,Business,4237.0,10.0,867.0,No,42370.0
2022-07-30,North America,CRM,Partner,Consumer,2534.0,12.0,504.0,No,30408.0
2022-07-31,South America,Database,Partner,Business,4819.0,6.0,1868.0,No,28914.0
2022-08-01,Europe,CRM,Direct Sales,Business,9213.0,6.0,1434.0,Yes,55278.0
2022-08-02,South America,CRM,Partner,Consumer,7267.0,1.0,1167.0,No,7267.0
2022-08-03,Australia,Antivirus,Direct Sales,Consumer,6653.0,12.0,1589.0,No,79836.0
2022-08-04,South America,DevTools,Online,Business,4468.0,10.0,1000.0,No,44680.0
2022-08-05,Asia,DevTools,Online,Consumer,6744.0,14.0,1930.0,Yes,94416.0
2022-08-06,Australia,DevTools,Direct Sales,Business,421.0,15.0,603.0,No,6315.0
2022-08-07,Europe,CRM,Direct Sales,Consumer,5904.0,4.0,1461.0,No,23616.0
2022-08-08,Asia,Antivirus,Direct Sales,Consumer,5582.0,1.0,1666.0,No,5582.0
2022-08-09,South America,ERP,Direct Sales,Business,3532.0,8.0,1204.0,No,28256.0
2022-08-10,Australia,CRM,Online,Consumer,2095.0,3.0,1632.0,No,6285.0
2022-08-11,Europe,CRM,Partner,Consumer,8095.0,14.0,1890.0,Yes,113330.0
2022-08-12,Asia,Antivirus,Partner,Consumer,633.0,17.0,1616.0,No,10761.0
2022-08-13,Europe,Database,Online,Business,790.0,2.0,964.0,No,1580.0
2022-08-14,South America,CRM,Partner,Consumer,4461.0,15.0,1343.0,Yes,66915.0
2022-08-15,Europe,Database,Online,Consumer,2600.0,6.0,1867.0,Yes,15600.0
2022-08-16,North America,Database,Partner,Business,7480.0,5.0,1174.0,Yes,37400.0
2022-08-17,Asia,DevTools,Direct Sales,Business,6378.0,14.0,1523.0,Yes,89292.0
2022-08-18,Europe,Antivirus,Direct Sales,Consumer,7748.0,19.0,1198.0,No,147212.0
2022-08-19,South America,Database,Direct Sales,Consumer,3314.0,9.0,682.0,Yes,29826.0
2022-08-20,South America,Antivirus,Online,Consumer,7431.0,8.0,588.0,No,59448.0
2022-08-21,Europe,DevTools,Online,Business,8637.0,3.0,1928.0,Yes,25911.0
2022-08-22,South America,Antivirus,Partner,Consumer,3518.0,18.0,1419.0,Yes,63324.0
2022-08-23,Australia,CRM,Partner,Business,3465.0,8.0,656.0,No,27720.0
2022-08-24,Australia,Database,Partner,Business,9010.0,16.0,1786.0,Yes,144160.0
2022-08-25,Australia,Antivirus,Online,Consumer,593.0,15.0,1284.0,Yes,8895.0
2022-08-26,North America,ERP,Partner,Consumer,3567.0,15.0,1658.0,No,53505.0
2022-08-27,Europe,Antivirus,Direct Sales,Business,1275.0,16.0,690.0,Yes,20400.0
2022-08-28,North America,Database,Partner,Consumer,387.0,1.0,1860.0,Yes,387.0
2022-08-29,South America,DevTools,Direct Sales,Consumer,1217.0,10.0,1386.0,Yes,12170.0
2022-08-30,North America,DevTools,Online,Business,4369.0,19.0,1607.0,No,83011.0
2022-08-31,South America,Database,Direct Sales,Consumer,6901.0,5.0,547.0,No,34505.0
2022-09-01,South America,CRM,Direct Sales,Business,2964.0,18.0,973.0,No,53352.0
2022-09-02,Asia,CRM,Direct Sales,Consumer,8512.0,3.0,901.0,No,25536.0
2022-09-03,Australia,DevTools,Online,Business,4432.0,4.0,1924.0,No,17728.0
2022-09-04,South America,DevTools,Online,Business,9685.0,4.0,778.0,Yes,38740.0
2022-09-05,Asia,Database,Online,Consumer,9546.0,11.0,1561.0,No,105006.0
2022-09-06,Australia,CRM,Online,Business,7755.0,9.0,564.0,Yes,69795.0
2022-09-07,South America,DevTools,Partner,Business,9331.0,1.0,797.0,No,9331.0
2022-09-08,South America,CRM,Online,Consumer,7100.0,16.0,1008.0,Yes,113600.0
2022-09-09,North America,DevTools,Direct Sales,Consumer,8966.0,9.0,1692.0,No,80694.0
2022-09-10,North America,Antivirus,Online,Consumer,2441.0,11.0,1685.0,No,26851.0
2022-09-11,Australia,ERP,Partner,Business,3520.0,6.0,1929.0,Yes,21120.0
2022-09-12,South America,Antivirus,Partner,Business,7554.0,17.0,1875.0,Yes,128418.0
2022-09-13,Europe,DevTools,Partner,Business,4303.0,12.0,622.0,Yes,51636.0
2022-09-14,North America,ERP,Direct Sales,Consumer,8390.0,8.0,1745.0,Yes,67120.0
2022-09-15,Australia,ERP,Online,Business,8789.0,16.0,1177.0,No,140624.0
2022-09-16,South America,DevTools,Online,Business,3067.0,5.0,1799.0,Yes,15335.0
2022-09-17,South America,DevTools,Online,Consumer,8252.0,1.0,634.0,Yes,8252.0
2022-09-18,Europe,CRM,Direct Sales,Business,1627.0,17.0,1734.0,No,27659.0
2022-09-19,Australia,DevTools,Direct Sales,Consumer,3409.0,8.0,739.0,Yes,27272.0
2022-09-20,South America,Database,Partner,Consumer,5228.0,10.0,1001.0,Yes,52280.0
2022-09-21,North America,DevTools,Partner,Consumer,2342.0,18.0,543.0,Yes,42156.0
2022-09-22,Europe,Database,Online,Business,5835.0,15.0,686.0,No,87525.0
2022-09-23,Australia,DevTools,Direct Sales,Business,5829.0,13.0,1169.0,Yes,75777.0
2022-09-24,Europe,CRM,Direct Sales,Business,2148.0,10.0,1728.0,No,21480.0
2022-09-25,North America,Database,Online,Consumer,7977.0,9.0,1661.0,Yes,71793.0
2022-09-26,Australia,Antivirus,Online,Consumer,6353.0,13.0,853.0,No,82589.0
2022-09-27,Europe,Database,Partner,Consumer,3246.0,3.0,728.0,No,9738.0
2022-09-28,Asia,CRM,Partner,Business,2399.0,3.0,1084.0,Yes,7197.0
2022-09-29,North America,Database,Partner,Business,8800.0,1.0,1825.0,Yes,8800.0
2022-09-30,North America,DevTools,Online,Business,8374.0,2.0,637.0,Yes,16748.0
2022-10-01,North America,DevTools,Online,Business,2375.0,11.0,1314.0,Yes,26125.0
2022-10-02,Asia,CRM,Partner,Business,452.0,14.0,633.0,Yes,6328.0
2022-10-03,Asia,ERP,Partner,Consumer,8065.0,10.0,1205.0,Yes,80650.0
2022-10-04,South America,DevTools,Direct Sales,Business,6194.0,7.0,690.0,No,43358.0
2022-10-05,Europe,Antivirus,Direct Sales,Consumer,1099.0,1.0,621.0,No,1099.0
2022-10-06,South America,CRM,Partner,Consumer,5915.0,7.0,786.0,Yes,41405.0
2022-10-07,Europe,Database,Partner,Business,4577.0,15.0,883.0,No,68655.0
2022-10-08,Asia,Database,Direct Sales,Consumer,7768.0,11.0,914.0,Yes,85448.0
2022-10-09,Asia,Antivirus,Partner,Business,2170.0,6.0,1468.0,Yes,13020.0
2022-10-10,South America,DevTools,Direct Sales,Business,4586.0,7.0,582.0,No,32102.0
2022-10-11,Australia,CRM,Direct Sales,Consumer,1647.0,7.0,621.0,Yes,11529.0
2022-10-12,South America,Antivirus,Direct Sales,Business,9580.0,1.0,783.0,No,9580.0
2022-10-13,Europe,DevTools,Online,Business,7810.0,10.0,1808.0,Yes,78100.0
2022-10-14,South America,CRM,Online,Consumer,7394.0,15.0,1443.0,No,110910.0
2022-10-15,North America,Database,Partner,Consumer,6933.0,8.0,1596.0,Yes,55464.0
2022-10-16,Europe,CRM,Direct Sales,Consumer,4291.0,19.0,1056.0,No,81529.0
2022-10-17,Europe,ERP,Online,Consumer,9240.0,3.0,820.0,No,27720.0
2022-10-18,Australia,CRM,Partner,Consumer,822.0,15.0,557.0,Yes,12330.0
2022-10-19,Asia,ERP,Partner,Consumer,8052.0,4.0,1233.0,Yes,32208.0
2022-10-20,Europe,CRM,Partner,Business,2231.0,6.0,1361.0,No,13386.0
2022-10-21,Asia,ERP,Partner,Business,3308.0,10.0,1846.0,Yes,33080.0
2022-10-22,South America,Database,Partner,Business,5242.0,18.0,1823.0,Yes,94356.0
2022-10-23,North America,DevTools,Direct Sales,Consumer,7848.0,16.0,1137.0,Yes,125568.0
2022-10-24,Australia,ERP,Partner,Business,8401.0,18.0,1135.0,Yes,151218.0
2022-10-25,Asia,ERP,Direct Sales,Consumer,5879.0,6.0,742.0,Yes,35274.0
2022-10-26,Europe,Database,Online,Business,4090.0,19.0,886.0,Yes,77710.0
2022-10-27,Asia,ERP,Partner,Consumer,9470.0,17.0,1888.0,No,160990.0
2022-10-28,Europe,Antivirus,Online,Business,2541.0,18.0,712.0,No,45738.0
2022-10-29,Asia,Database,Direct Sales,Consumer,8051.0,13.0,1953.0,Yes,104663.0
2022-10-30,Europe,Antivirus,Direct Sales,Consumer,6159.0,7.0,1257.0,No,43113.0
2022-10-31,South America,Database,Online,Consumer,3831.0,12.0,1185.0,Yes,45972.0
2022-11-01,Europe,ERP,Partner,Consumer,114.0,2.0,762.0,No,228.0
2022-11-02,Europe,Antivirus,Partner,Business,4521.0,12.0,1492.0,Yes,54252.0
2022-11-03,North America,ERP,Online,Business,2840.0,12.0,1190.0,Yes,34080.0
2022-11-04,Europe,Database,Online,Consumer,1133.0,4.0,1056.0,Yes,4532.0
2022-11-05,North America,ERP,Online,Consumer,844.0,4.0,897.0,No,3376.0
2022-11-06,Australia,Antivirus,Partner,Consumer,3541.0,18.0,600.0,Yes,63738.0
2022-11-07,North America,Antivirus,Partner,Business,6186.0,16.0,1279.0,Yes,98976.0
2022-11-08,South America,ERP,Partner,Consumer,8391.0,14.0,969.0,No,117474.0
2022-11-09,North America,CRM,Online,Consumer,1917.0,17.0,1562.0,No,32589.0
2022-11-10,Australia,Database,Partner,Business,4304.0,17.0,1585.0,Yes,73168.0
2022-11-11,South America,Database,Direct Sales,Consumer,3980.0,3.0,998.0,No,11940.0
2022-11-12,Asia,ERP,Online,Consumer,5183.0,6.0,1504.0,No,31098.0
2022-11-13,Asia,CRM,Partner,Business,8115.0,13.0,888.0,Yes,105495.0
2022-11-14,North America,Antivirus,Online,Consumer,5581.0,9.0,1591.0,Yes,50229.0
2022-11-15,North America,DevTools,Direct Sales,Consumer,8482.0,9.0,524.0,Yes,76338.0
2022-11-16,Australia,DevTools,Direct Sales,Business,5234.0,8.0,727.0,Yes,41872.0
2022-11-17,Australia,ERP,Online,Consumer,6078.0,17.0,868.0,No,103326.0
2022-11-18,Europe,CRM,Online,Business,4430.0,16.0,1659.0,Yes,70880.0
2022-11-19,Australia,CRM,Direct Sales,Consumer,8249.0,16.0,600.0,Yes,131984.0
2022-11-20,Europe,Database,Online,Consumer,9246.0,19.0,782.0,Yes,175674.0
2022-11-21,South America,Antivirus,Direct Sales,Consumer,6428.0,16.0,1038.0,No,102848.0
2022-11-22,North America,CRM,Direct Sales,Consumer,8226.0,14.0,514.0,Yes,115164.0
2022-11-23,South America,DevTools,Partner,Consumer,684.0,14.0,1643.0,Yes,9576.0
2022-11-24,Australia,Antivirus,Online,Business,9071.0,14.0,1340.0,Yes,126994.0
2022-11-25,South America,Antivirus,Online,Consumer,1970.0,14.0,1851.0,No,27580.0
2022-11-26,South America,ERP,Partner,Consumer,2640.0,12.0,547.0,Yes,31680.0
2022-11-27,South America,CRM,Direct Sales,Business,628.0,6.0,907.0,Yes,3768.0
2022-11-28,Australia,ERP,Online,Business,9657.0,13.0,1597.0,Yes,125541.0
2022-11-29,South America,CRM,Partner,Consumer,8535.0,16.0,1513.0,Yes,136560.0
2022-11-30,Europe,Database,Partner,Business,9141.0,9.0,865.0,No,82269.0
2022-12-01,Australia,ERP,Online,Consumer,8487.0,2.0,1394.0,No,16974.0
2022-12-02,South America,ERP,Partner,Business,4847.0,3.0,1691.0,Yes,14541.0
2022-12-03,Australia,DevTools,Direct Sales,Business,9248.0,10.0,550.0,No,92480.0
2022-12-04,Asia,ERP,Partner,Consumer,9698.0,2.0,1576.0,No,19396.0
2022-12-05,Europe,CRM,Direct Sales,Business,5075.0,10.0,878.0,Yes,50750.0
2022-12-06,South America,DevTools,Direct Sales,Consumer,1839.0,8.0,1922.0,Yes,14712.0
2022-12-07,Asia,ERP,Online,Business,6620.0,17.0,1307.0,No,112540.0
2022-12-08,Asia,ERP,Partner,Business,9757.0,1.0,550.0,Yes,9757.0
2022-12-09,Australia,Database,Direct Sales,Business,8734.0,6.0,1105.0,Yes,52404.0
2022-12-10,Asia,ERP,Direct Sales,Consumer,8632.0,7.0,1949.0,Yes,60424.0
2022-12-11,Europe,Antivirus,Partner,Consumer,9345.0,15.0,1596.0,Yes,140175.0
2022-12-12,Europe,DevTools,Direct Sales,Business,8950.0,18.0,951.0,No,161100.0
2022-12-13,North America,Antivirus,Partner,Consumer,7785.0,9.0,1363.0,Yes,70065.0
2022-12-14,Europe,DevTools,Online,Consumer,7211.0,8.0,1399.0,No,57688.0
2022-12-15,Asia,Database,Direct Sales,Consumer,2721.0,10.0,535.0,Yes,27210.0
2022-12-16,Europe,ERP,Direct Sales,Business,6251.0,4.0,768.0,Yes,25004.0
2022-12-17,Australia,ERP,Partner,Consumer,5263.0,8.0,1328.0,No,42104.0
2022-12-18,North America,ERP,Partner,Business,8633.0,1.0,1104.0,No,8633.0
2022-12-19,Asia,DevTools,Partner,Business,4968.0,8.0,785.0,No,39744.0
2022-12-20,North America,ERP,Partner,Business,1365.0,12.0,1659.0,No,16380.0
2022-12-21,Asia,Antivirus,Direct Sales,Business,149.0,15.0,1233.0,Yes,2235.0
2022-12-22,Australia,ERP,Online,Business,6811.0,13.0,965.0,Yes,88543.0
2022-12-23,North America,Database,Online,Consumer,5544.0,16.0,743.0,No,88704.0
2022-12-24,South America,Antivirus,Online,Consumer,3377.0,18.0,1417.0,Yes,60786.0
2022-12-25,Asia,ERP,Online,Business,1773.0,1.0,1499.0,Yes,1773.0
2022-12-26,South America,ERP,Partner,Consumer,4720.0,17.0,1504.0,Yes,80240.0
2022-12-27,North America,CRM,Direct Sales,Consumer,1093.0,16.0,830.0,No,17488.0
2022-12-28,South America,DevTools,Direct Sales,Consumer,3427.0,5.0,1393.0,No,17135.0
2022-12-29,South America,Antivirus,Direct Sales,Consumer,3854.0,10.0,1858.0,No,38540.0
2022-12-30,North America,CRM,Partner,Consumer,4710.0,6.0,1030.0,No,28260.0
2022-12-31,Australia,Database,Direct Sales,Consumer,4720.0,12.0,816.0,No,56640.0
2022-01-01,South America,DevTools,Partner,Consumer,2644.0,10.0,1658.0,No,26440.0
2022-01-02,South America,Antivirus,Direct Sales,Business,8517.0,17.0,765.0,No,144789.0
2022-01-03,Australia,ERP,Online,Business,3620.0,2.0,881.0,Yes,7240.0
2022-01-04,South America,Antivirus,Partner,Business,2373.0,19.0,651.0,Yes,45087.0
2022-01-05,South America,ERP,Direct Sales,Consumer,1841.0,6.0,902.0,No,11046.0
2022-01-06,South America,DevTools,Online,Consumer,3294.0,13.0,1116.0,Yes,42822.0
2022-01-07,Europe,ERP,Online,Business,769.0,9.0,596.0,Yes,6921.0
2022-01-08,Australia,Database,Online,Consumer,426.0,12.0,1808.0,No,5112.0
2022-01-09,South America,ERP,Partner,Consumer,6091.0,18.0,1271.0,Yes,109638.0
2022-01-10,Australia,Database,Partner,Business,6230.0,8.0,1382.0,Yes,49840.0
2022-01-11,Asia,DevTools,Direct Sales,Business,5343.0,18.0,1057.0,No,96174.0
2022-01-12,Asia,DevTools,Online,Business,7647.0,2.0,1505.0,No,15294.0
2022-01-13,South America,Antivirus,Direct Sales,Consumer,488.0,8.0,1148.0,Yes,3904.0
2022-01-14,Australia,Database,Direct Sales,Consumer,9366.0,10.0,1642.0,No,93660.0
2022-01-15,Australia,Database,Online,Consumer,1041.0,9.0,1732.0,No,9369.0
2022-01-16,Australia,CRM,Direct Sales,Business,6773.0,18.0,1508.0,Yes,121914.0
2022-01-17,Europe,CRM,Partner,Business,1421.0,8.0,1237.0,No,11368.0
2022-01-18,Asia,CRM,Direct Sales,Consumer,8811.0,19.0,1673.0,Yes,167409.0
2022-01-19,Australia,ERP,Online,Business,5156.0,3.0,1241.0,No,15468.0
2022-01-20,Australia,CRM,Partner,Business,915.0,9.0,667.0,Yes,8235.0
2022-01-21,Europe,Database,Partner,Consumer,6206.0,13.0,675.0,No,80678.0
2022-01-22,Europe,ERP,Direct Sales,Business,190.0,9.0,1923.0,Yes,1710.0
2022-01-23,Australia,DevTools,Direct Sales,Business,7783.0,12.0,820.0,No,93396.0
2022-01-24,North America,Antivirus,Partner,Business,6541.0,13.0,1724.0,Yes,85033.0
2022-01-25,Australia,CRM,Direct Sales,Consumer,2205.0,8.0,870.0,No,17640.0
2022-01-26,Australia,DevTools,Online,Consumer,3810.0,15.0,1146.0,Yes,57150.0
2022-01-27,Europe,Database,Direct Sales,Business,177.0,13.0,1482.0,No,2301.0
2022-01-28,Europe,Antivirus,Direct Sales,Consumer,6967.0,13.0,738.0,Yes,90571.0
2022-01-29,Australia,DevTools,Partner,Consumer,3294.0,17.0,1606.0,Yes,55998.0
2022-01-30,Australia,Antivirus,Direct Sales,Consumer,5759.0,15.0,1535.0,No,86385.0
2022-01-31,Australia,CRM,Direct Sales,Business,9572.0,19.0,1315.0,No,181868.0
2022-02-01,Europe,Database,Direct Sales,Consumer,3065.0,3.0,1349.0,Yes,9195.0
2022-02-02,Australia,Antivirus,Online,Business,9903.0,14.0,659.0,No,138642.0
2022-02-03,Australia,DevTools,Direct Sales,Business,6364.0,10.0,1154.0,Yes,63640.0
2022-02-04,South America,CRM,Online,Consumer,2497.0,17.0,630.0,Yes,42449.0
2022-02-05,North America,CRM,Online,Business,4424.0,8.0,962.0,Yes,35392.0
2022-02-06,Asia,DevTools,Online,Consumer,7430.0,18.0,1850.0,Yes,133740.0
2022-02-07,North America,DevTools,Online,Consumer,4520.0,12.0,1362.0,Yes,54240.0
